source_type,title,content,tags,metadata
inventory,Fractal Double Red,"Inventory for: Fractal Double Red
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Fractal Noir,"Inventory for: Fractal Noir
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Fractal Noir Double,"Inventory for: Fractal Noir Double
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Intersecting Perspectives No2,"Inventory for: Intersecting Perspectives No2
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Intersecting Perspectives No3,"Inventory for: Intersecting Perspectives No3
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Monochrome Kimono,"Inventory for: Monochrome Kimono
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Noir Mosaic No1,"Inventory for: Noir Mosaic No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Noir Mosaic No2,"Inventory for: Noir Mosaic No2
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Noir Mosaic No3,"Inventory for: Noir Mosaic No3
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Noir Shade,"Inventory for: Noir Shade
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Noir Structures,"Inventory for: Noir Structures
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Noir Weave,"Inventory for: Noir Weave
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Olive Weave,"Inventory for: Olive Weave
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Parallelogram Illusion No1,"Inventory for: Parallelogram Illusion No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Parallelogram Illusion No2,"Inventory for: Parallelogram Illusion No2
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Pink Weave,"Inventory for: Pink Weave
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Primary Hue,"Inventory for: Primary Hue
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Prismatic Warmth,"Inventory for: Prismatic Warmth
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Purple Shade,"Inventory for: Purple Shade
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Red Kimono,"Inventory for: Red Kimono
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Royal Kimono,"Inventory for: Royal Kimono
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Royal Shade,"Inventory for: Royal Shade
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Rusty Shade,"Inventory for: Rusty Shade
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Space Form No1,"Inventory for: Space Form No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Space Form No2,"Inventory for: Space Form No2
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Space Form No3,"Inventory for: Space Form No3
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Structured Noir No1,"Inventory for: Structured Noir No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Structured Noir No2,"Inventory for: Structured Noir No2
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Teal Earth,"Inventory for: Teal Earth
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Teal Kimono,"Inventory for: Teal Kimono
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Textured Noir No1,"Inventory for: Textured Noir No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Textured Royal No1,"Inventory for: Textured Royal No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Untiled N011,"Inventory for: Untiled N011
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Verdant Layers,"Inventory for: Verdant Layers
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vista Echoes,"Inventory for: Vista Echoes
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vivid Mosaic No1,"Inventory for: Vivid Mosaic No1
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vivid Mosaic No2,"Inventory for: Vivid Mosaic No2
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vivid Mosaic No3,"Inventory for: Vivid Mosaic No3
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vivid Mosaic No5,"Inventory for: Vivid Mosaic No5
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vivid Mosaic No6,"Inventory for: Vivid Mosaic No6
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
inventory,Vivid Mosaic No7,"Inventory for: Vivid Mosaic No7
Total available: 600 units
Total on hand: 600 units
Locations: 170 Avenue F, Printful
Variants: 12",,"{""type"": ""inventory"", ""variant_count"": 12, ""location_count"": 2}"
